koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,koi_kepmag,label
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.3844304251374379,-0.19238012580405472,-0.40370077798772364,-0.31113015849894243,-0.5570060039994871,-0.21171018060429556,-0.254744089738407,-0.22339271890510992,-0.3265954316491381,0.3528571068761624,-0.1295929293772656,0.781876928896458,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,0.033185001521106657,-0.05230939294289238,-0.17669308446416335,-0.30824434472183626,-0.4405569918430118,-1.0878784661872885,-1.138277245489363,-0.4197313189097093,-0.3265954316491381,0.3528571068761624,-0.1295929293772656,0.781876928896458,1
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.45647464668787574,0.167346983589385,-0.48443757684148214,-0.2279652394552349,1.1470974817032826,0.6388689912751485,0.6323307807710302,1.4002286344965302,0.10811114486894968,0.5783013969299278,-0.1516274022043772,0.9603274834778183,0
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.4491444574325147,-0.01569999685417949,-0.5945952759943057,-0.3112750062947045,-0.4558117666086742,0.6506999442142753,0.6471816905488977,-0.143030954526124,0.3888073914206292,0.28545623665390313,-0.11031276565354295,0.89751288826518,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.3695004407075189,-0.06758983652774643,-0.16387399883440434,-0.3010576656244098,-0.26251295657488394,-0.1340129145362611,-0.17476903318905998,0.1522186173182048,0.4074376732714044,0.39701629771143615,-0.1223021111624125,1.0438423430218955,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.43419069361738744,0.0037189002015725866,-0.37693452719278686,-0.3103502088294543,-0.45196777818182293,0.36101778157106884,0.3423405476749203,-0.15346258678071115,0.4074376732714044,0.39701629771143615,-0.1223021111624125,1.0438423430218955,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.44876339960990413,0.0014905021787813648,-0.48112805519146784,-0.3154644502336694,-0.7232697667933936,0.600595108673962,0.5931869736713982,-0.7391110911477307,0.4074376732714044,0.39701629771143615,-0.1223021111624125,1.0438423430218955,1
-0.049123313954146514,1.5525854510247776,1.7364769039971146,-0.4223078841847331,-0.40419330664213,0.1332843280981478,-0.10124360904329617,-0.3153864552667206,1.2586170893327366,0.5805263669932113,0.5728764920613336,-0.04991090601837664,0.6322430742707584,-0.7650676716378639,0.037447816834146566,-1.1361096317440018,0
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.32326542381924017,-0.22230432782439397,-0.319138763982045,-0.2632858173449124,-0.02996725514898876,-0.6314935430632694,-0.6860971416817988,0.6977192877654166,-0.8532113986310501,0.3946921297727388,-0.1423923657988966,1.1344952247492257,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.44965546679343893,0.021546084383902323,-0.5816018507999821,-0.1597753540656998,0.4982218468363847,0.5771554452297422,0.5699026631302665,2.725193852615968,0.12674142671972488,0.3296154274891769,-0.12359825662283083,-2.0797561643702354,1
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.45212673053380664,-0.16754940497866688,-0.2672851963500805,-0.2436756542263533,0.6407089216984815,1.217305857201151,1.239378192811326,2.7769237290003566,0.8967930765517661,-0.6883701296608102,0.03647570773883282,-2.7043331054049964,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.4398784796823508,-0.03798397708209167,-0.368403608835977,-0.2160431516502018,0.5738991353100992,0.7691266611270233,0.7701599570121136,2.165131965941487,0.629759036690655,-0.33974493885602114,-0.04469540171986503,-0.4915462285961281,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.4381430079742567,-0.2226226703990784,-0.45165148343481065,-0.3165340954946817,-0.8544699140107416,0.4195882477237533,0.4043306062103852,-0.014096058320358774,0.1428876709903967,0.21340703055424717,-0.11420120203479794,-1.0561637832915522,1
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.3655304245009792,0.5515864712335281,-0.3037265604591805,-0.11743522915062897,2.217262300877174,-0.2896274333734518,-0.33665801314624727,1.5283892101978533,0.09569095696843288,0.5550597175429423,-0.1423923657988966,0.8711022061871381,0
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.2922647957066277,0.017089288338319915,0.95263173355866,-0.21860584342137715,0.107823340988133,-0.8381579398284926,-0.8954809737381202,0.8715545597590086,-0.83830717315043,0.6410539312747904,-0.1696114204676815,0.8818092394620202,0
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.2939615376242839,0.10017670033096393,-0.13399747160609868,0.5098671478805519,1.4202711036636086,-0.40379757431598867,-0.45508834958828137,2.341835169997692,0.49562100736507364,0.4202579770984237,-0.12635256572621978,0.7775941155865052,0
-0.049123313954146514,1.5525854510247776,-0.5758786642644925,-0.4223078841847331,-0.31953646196297397,-0.1459021099001236,0.5456880289440142,-0.20100126516721611,0.17202766174543416,-0.6440864585804178,-0.7005456491837136,1.0848326818711915,-0.7029271250347969,0.4690655038110942,-0.15243749311713864,1.0966637071779781,0
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.3864237155883449,-0.1156595653050999,-0.3553545121840612,-0.3036203573955851,-0.5118917132092746,-0.5133502902550036,-0.567630465222353,0.3178357524858775,-1.070564686890094,0.6224605877652015,-0.16701912954684486,0.7497558290718132,1
-0.049123313954146514,-0.6440869321169754,-0.5758786642644925,-0.4223078841847331,-0.416578406381176,-0.15672575743939524,-0.6052021537039577,-0.29671223175154726,-0.436793086874306,-0.4475557477786002,-0.49851971813318463,0.14204520003829865,-1.4667686809165799,0.7735315037806095,-0.17090756592809983,1.0938084983046765,1
